Date,EURtoGBP,GBPtoEUR
14/11/2016,1.1613,0.8611
15/11/2016,1.1544,0.8663
16/11/2016,1.1641,0.859
17/11/2016,1.1652,0.8582
18/11/2016,1.1644,0.8588
21/11/2016,1.1744,0.8515
22/11/2016,1.1735,0.8522
23/11/2016,1.1772,0.8495
24/11/2016,1.1801,0.8474
25/11/2016,1.1744,0.8515
28/11/2016,1.1728,0.8527
29/11/2016,1.1779,0.849
30/11/2016,1.178,0.8489
01/12/2016,1.1893,0.8408
02/12/2016,1.1873,0.8422
05/12/2016,1.1848,0.844
06/12/2016,1.1845,0.8442
07/12/2016,1.1711,0.8539
08/12/2016,1.1829,0.8454
09/12/2016,1.1925,0.8386
12/12/2016,1.1942,0.8374
13/12/2016,1.1921,0.8389
14/12/2016,1.1926,0.8385
15/12/2016,1.1915,0.8393
16/12/2016,1.1944,0.8372
19/12/2016,1.1874,0.8422
20/12/2016,1.1905,0.84
21/12/2016,1.1862,0.843
22/12/2016,1.1757,0.8506
23/12/2016,1.1725,0.8529
28/12/2016,1.1764,0.8501
29/12/2016,1.1657,0.8579
30/12/2016,1.1651,0.8583
03/01/2017,1.1786,0.8485
04/01/2017,1.1737,0.852
05/01/2017,1.1719,0.8533
06/01/2017,1.1649,0.8584
09/01/2017,1.1508,0.869
10/01/2017,1.15,0.8696
11/01/2017,1.1524,0.8678
12/01/2017,1.147,0.8718
13/01/2017,1.1468,0.872
16/01/2017,1.1375,0.8791
17/01/2017,1.1583,0.8633
18/01/2017,1.1545,0.8662
19/01/2017,1.1597,0.8623
20/01/2017,1.1539,0.8666
23/01/2017,1.1624,0.8603
24/01/2017,1.1638,0.8593
25/01/2017,1.1735,0.8522
26/01/2017,1.1797,0.8477
27/01/2017,1.1725,0.8529
30/01/2017,1.1709,0.854
31/01/2017,1.1646,0.8587
01/02/2017,1.1756,0.8506
02/02/2017,1.1595,0.8624
03/02/2017,1.1592,0.8627
06/02/2017,1.1588,0.863
07/02/2017,1.1629,0.8599
08/02/2017,1.1705,0.8543
09/02/2017,1.1748,0.8512
10/02/2017,1.1748,0.8512
13/02/2017,1.179,0.8482
14/02/2017,1.1799,0.8475
15/02/2017,1.1772,0.8495
16/02/2017,1.1716,0.8535
17/02/2017,1.17,0.8547
20/02/2017,1.1744,0.8515
21/02/2017,1.1833,0.8451
22/02/2017,1.1811,0.8467
23/02/2017,1.1846,0.8442
24/02/2017,1.1818,0.8462
27/02/2017,1.1749,0.8511
28/02/2017,1.1713,0.8538
01/03/2017,1.1669,0.857
02/03/2017,1.1672,0.8568
03/03/2017,1.1606,0.8616
06/03/2017,1.1562,0.8649
07/03/2017,1.1526,0.8676
08/03/2017,1.1527,0.8675
09/03/2017,1.1483,0.8709
10/03/2017,1.1417,0.8759
13/03/2017,1.1466,0.8721
14/03/2017,1.143,0.8749
15/03/2017,1.1497,0.8698
16/03/2017,1.1519,0.8681
17/03/2017,1.1516,0.8684
20/03/2017,1.15,0.8696
21/03/2017,1.1545,0.8662
22/03/2017,1.1551,0.8657
23/03/2017,1.1611,0.8613
24/03/2017,1.1559,0.8651
27/03/2017,1.1548,0.866
28/03/2017,1.1535,0.8669
29/03/2017,1.1545,0.8662
30/03/2017,1.1636,0.8594
31/03/2017,1.1694,0.8551
03/04/2017,1.1718,0.8534
04/04/2017,1.1673,0.8567
05/04/2017,1.1703,0.8545
06/04/2017,1.1724,0.853
07/04/2017,1.167,0.8569
10/04/2017,1.1724,0.853
11/04/2017,1.1751,0.851
12/04/2017,1.1781,0.8488
13/04/2017,1.1782,0.8488
18/04/2017,1.1931,0.8382
19/04/2017,1.1957,0.8363
20/04/2017,1.1927,0.8384
21/04/2017,1.1955,0.8365
24/04/2017,1.1764,0.8501
25/04/2017,1.174,0.8518
26/04/2017,1.1822,0.8459
27/04/2017,1.1868,0.8426
28/04/2017,1.1881,0.8417
02/05/2017,1.1848,0.844
03/05/2017,1.1821,0.846
04/05/2017,1.18,0.8475
05/05/2017,1.1796,0.8477
08/05/2017,1.1839,0.8447
09/05/2017,1.1891,0.841
10/05/2017,1.1912,0.8395
11/05/2017,1.1849,0.844
12/05/2017,1.1802,0.8473
15/05/2017,1.1766,0.8499
16/05/2017,1.1656,0.8579
17/05/2017,1.1637,0.8593
18/05/2017,1.1681,0.8561
19/05/2017,1.1635,0.8595
22/05/2017,1.1573,0.8641
23/05/2017,1.1559,0.8651
24/05/2017,1.1579,0.8636
25/05/2017,1.1546,0.8661
26/05/2017,1.1435,0.8745
30/05/2017,1.1507,0.869
31/05/2017,1.1481,0.871
01/06/2017,1.1494,0.87
02/06/2017,1.1424,0.8754
05/06/2017,1.1492,0.8702
06/06/2017,1.1445,0.8737
07/06/2017,1.1505,0.8692
08/06/2017,1.1538,0.8667
09/06/2017,1.1393,0.8777
12/06/2017,1.1312,0.884
13/06/2017,1.1359,0.8804
14/06/2017,1.1338,0.882
15/06/2017,1.1446,0.8737
16/06/2017,1.143,0.8749
19/06/2017,1.1425,0.8753
20/06/2017,1.134,0.8818
21/06/2017,1.1366,0.8798
22/06/2017,1.1348,0.8812
23/06/2017,1.1373,0.8793
26/06/2017,1.137,0.8795
27/06/2017,1.132,0.8834
28/06/2017,1.139,0.878
29/06/2017,1.1374,0.8792
30/06/2017,1.1391,0.8779
03/07/2017,1.138,0.8787
04/07/2017,1.1389,0.878
05/07/2017,1.1409,0.8765
06/07/2017,1.1355,0.8807
07/07/2017,1.1306,0.8845
10/07/2017,1.1293,0.8855
11/07/2017,1.1247,0.8891
12/07/2017,1.1287,0.886
13/07/2017,1.1342,0.8817
14/07/2017,1.1434,0.8746
17/07/2017,1.139,0.878
18/07/2017,1.1241,0.8896
19/07/2017,1.1324,0.8831
20/07/2017,1.1164,0.8957
21/07/2017,1.1145,0.8973
24/07/2017,1.1206,0.8924
25/07/2017,1.1191,0.8936
26/07/2017,1.1226,0.8908
27/07/2017,1.1219,0.8913
28/07/2017,1.1168,0.8954
31/07/2017,1.1182,0.8943
01/08/2017,1.1202,0.8927
02/08/2017,1.1152,0.8967
03/08/2017,1.1065,0.9038
04/08/2017,1.1096,0.9012
07/08/2017,1.104,0.9058
08/08/2017,1.104,0.9058
09/08/2017,1.1063,0.9039
10/08/2017,1.1056,0.9045
11/08/2017,1.1005,0.9087
14/08/2017,1.1022,0.9073
15/08/2017,1.0968,0.9117
16/08/2017,1.0996,0.9094
17/08/2017,1.0976,0.9111
18/08/2017,1.0943,0.9138
21/08/2017,1.0922,0.9156
22/08/2017,1.091,0.9166
23/08/2017,1.0829,0.9234
24/08/2017,1.0841,0.9224
25/08/2017,1.0847,0.9219
29/08/2017,1.0771,0.9284
30/08/2017,1.0846,0.922
31/08/2017,1.0837,0.9228
01/09/2017,1.0923,0.9155
04/09/2017,1.0877,0.9194
05/09/2017,1.0931,0.9148
06/09/2017,1.0947,0.9135
07/09/2017,1.0918,0.9159
08/09/2017,1.097,0.9116
11/09/2017,1.1001,0.909
12/09/2017,1.1095,0.9013
13/09/2017,1.1102,0.9007
14/09/2017,1.1244,0.8894
15/09/2017,1.1365,0.8799
18/09/2017,1.1339,0.8819
19/09/2017,1.1291,0.8857
20/09/2017,1.1311,0.8841
21/09/2017,1.1359,0.8804
22/09/2017,1.1303,0.8847
25/09/2017,1.1365,0.8799
26/09/2017,1.1402,0.877
27/09/2017,1.141,0.8764
28/09/2017,1.1408,0.8766
29/09/2017,1.1349,0.8811
02/10/2017,1.1313,0.8839
03/10/2017,1.1269,0.8874
04/10/2017,1.129,0.8857
05/10/2017,1.1216,0.8916
06/10/2017,1.1128,0.8986
09/10/2017,1.1188,0.8938
10/10/2017,1.1185,0.8941
11/10/2017,1.1135,0.8981
12/10/2017,1.1114,0.8998
13/10/2017,1.1241,0.8896
16/10/2017,1.1259,0.8882
17/10/2017,1.1207,0.8923
18/10/2017,1.1184,0.8941
19/10/2017,1.114,0.8977
20/10/2017,1.119,0.8937
23/10/2017,1.1226,0.8908
24/10/2017,1.1154,0.8965
25/10/2017,1.1221,0.8912
26/10/2017,1.1254,0.8886
27/10/2017,1.1322,0.8832
30/10/2017,1.1349,0.8811
31/10/2017,1.14,0.8772
01/11/2017,1.1412,0.8763
02/11/2017,1.1195,0.8933
03/11/2017,1.1248,0.889
06/11/2017,1.1325,0.883
07/11/2017,1.1353,0.8808
08/11/2017,1.1307,0.8844
09/11/2017,1.1285,0.8861
10/11/2017,1.1337,0.8821
13/11/2017,1.124,0.8897
14/11/2017,1.1159,0.8961
15/11/2017,1.1154,0.8965
16/11/2017,1.1209,0.8921
17/11/2017,1.1209,0.8921
20/11/2017,1.1289,0.8858
21/11/2017,1.1283,0.8863
22/11/2017,1.1269,0.8874
23/11/2017,1.1228,0.8906
24/11/2017,1.1186,0.894
27/11/2017,1.1192,0.8935
28/11/2017,1.1147,0.8971
29/11/2017,1.1319,0.8835
30/11/2017,1.1348,0.8812
01/12/2017,1.137,0.8795
04/12/2017,1.1375,0.8791
05/12/2017,1.1372,0.8794
06/12/2017,1.1352,0.8809
07/12/2017,1.138,0.8787
08/12/2017,1.1382,0.8786
11/12/2017,1.1328,0.8828
12/12/2017,1.1358,0.8804
13/12/2017,1.1365,0.8799
14/12/2017,1.1398,0.8773
15/12/2017,1.1321,0.8833
18/12/2017,1.1343,0.8816
19/12/2017,1.1303,0.8847
20/12/2017,1.1281,0.8864
21/12/2017,1.1259,0.8882
22/12/2017,1.1295,0.8853
27/12/2017,1.1265,0.8877
28/12/2017,1.1256,0.8884
29/12/2017,1.127,0.8873
02/01/2018,1.1274,0.887
03/01/2018,1.124,0.8897
04/01/2018,1.1224,0.8909
05/01/2018,1.1269,0.8874
08/01/2018,1.1339,0.8819
09/01/2018,1.1337,0.8821
10/01/2018,1.1293,0.8855
11/01/2018,1.1233,0.8902
12/01/2018,1.1269,0.8874
15/01/2018,1.1258,0.8883
16/01/2018,1.1264,0.8878
17/01/2018,1.13,0.885
18/01/2018,1.1342,0.8817
19/01/2018,1.1328,0.8828
22/01/2018,1.14,0.8772
23/01/2018,1.1404,0.8769
24/01/2018,1.1487,0.8705
25/01/2018,1.1437,0.8744
26/01/2018,1.1408,0.8766
29/01/2018,1.1381,0.8787
30/01/2018,1.1371,0.8794
31/01/2018,1.1416,0.876
01/02/2018,1.1417,0.8759
02/02/2018,1.1357,0.8805
05/02/2018,1.1285,0.8861
06/02/2018,1.1266,0.8876
07/02/2018,1.1293,0.8855
08/02/2018,1.1422,0.8755
09/02/2018,1.127,0.8873
12/02/2018,1.1246,0.8892
13/02/2018,1.1231,0.8904
14/02/2018,1.1256,0.8884
15/02/2018,1.1265,0.8877
16/02/2018,1.1279,0.8866
19/02/2018,1.1288,0.8859
20/02/2018,1.1347,0.8813
21/02/2018,1.1347,0.8813
22/02/2018,1.1313,0.8839
23/02/2018,1.1362,0.8801
26/02/2018,1.1344,0.8815
27/02/2018,1.1341,0.8818
28/02/2018,1.1299,0.885
01/03/2018,1.1269,0.8874
02/03/2018,1.1185,0.8941
05/03/2018,1.1233,0.8902
06/03/2018,1.1198,0.893
07/03/2018,1.1203,0.8926
08/03/2018,1.1218,0.8914
09/03/2018,1.1257,0.8883
12/03/2018,1.1283,0.8863
13/03/2018,1.1282,0.8864
14/03/2018,1.1281,0.8864
15/03/2018,1.1321,0.8833
16/03/2018,1.1334,0.8823
19/03/2018,1.1379,0.8788
20/03/2018,1.1418,0.8758
21/03/2018,1.1463,0.8724
22/03/2018,1.1451,0.8733
23/03/2018,1.1448,0.8735
26/03/2018,1.1431,0.8748
27/03/2018,1.1413,0.8762
28/03/2018,1.1415,0.876
29/03/2018,1.141,0.8764
03/04/2018,1.1437,0.8744
04/04/2018,1.1452,0.8732
05/04/2018,1.1447,0.8736
06/04/2018,1.1485,0.8707
09/04/2018,1.1475,0.8715
10/04/2018,1.1476,0.8714
11/04/2018,1.1472,0.8717
12/04/2018,1.1553,0.8656
13/04/2018,1.1556,0.8654
16/04/2018,1.1582,0.8634
17/04/2018,1.1591,0.8627
18/04/2018,1.1501,0.8695
19/04/2018,1.1502,0.8694
20/04/2018,1.1422,0.8755
23/04/2018,1.1415,0.876
24/04/2018,1.1432,0.8747
25/04/2018,1.1447,0.8736
26/04/2018,1.1503,0.8693
27/04/2018,1.1399,0.8773
30/04/2018,1.1402,0.877
01/05/2018,1.1337,0.8821
02/05/2018,1.1374,0.8792
03/05/2018,1.1332,0.8825
04/05/2018,1.1331,0.8825
08/05/2018,1.1404,0.8769
09/05/2018,1.1452,0.8732
10/05/2018,1.1337,0.8821
11/05/2018,1.1346,0.8814
14/05/2018,1.1359,0.8804
15/05/2018,1.1378,0.8789
16/05/2018,1.1439,0.8742
17/05/2018,1.1454,0.8731
18/05/2018,1.145,0.8734
21/05/2018,1.1413,0.8762
22/05/2018,1.1398,0.8773
23/05/2018,1.1399,0.8773
24/05/2018,1.1408,0.8766
25/05/2018,1.1424,0.8754
29/05/2018,1.1476,0.8714
30/05/2018,1.1433,0.8747
31/05/2018,1.14,0.8772
01/06/2018,1.1429,0.875
04/06/2018,1.1397,0.8774
05/06/2018,1.1434,0.8746
06/06/2018,1.1398,0.8773
07/06/2018,1.135,0.8811
08/06/2018,1.1387,0.8782
11/06/2018,1.1344,0.8815
12/06/2018,1.1328,0.8828
13/06/2018,1.1354,0.8807
14/06/2018,1.1443,0.8739
15/06/2018,1.1436,0.8744
18/06/2018,1.1403,0.877
19/06/2018,1.1389,0.878
20/06/2018,1.1379,0.8788
21/06/2018,1.1422,0.8755
22/06/2018,1.1404,0.8769
25/06/2018,1.1353,0.8808
26/06/2018,1.1342,0.8817
27/06/2018,1.1339,0.8819
28/06/2018,1.131,0.8842
29/06/2018,1.1308,0.8843
02/07/2018,1.1308,0.8843
03/07/2018,1.131,0.8842
04/07/2018,1.1345,0.8814
05/07/2018,1.1299,0.885
06/07/2018,1.1293,0.8855
09/07/2018,1.1276,0.8868
10/07/2018,1.1317,0.8836
11/07/2018,1.1305,0.8846
12/07/2018,1.1316,0.8837
13/07/2018,1.1315,0.8838
16/07/2018,1.13,0.885
17/07/2018,1.1265,0.8877
18/07/2018,1.1207,0.8923
19/07/2018,1.1197,0.8931
20/07/2018,1.1192,0.8935
23/07/2018,1.1203,0.8926
24/07/2018,1.1239,0.8898
25/07/2018,1.1262,0.8879
26/07/2018,1.128,0.8865
27/07/2018,1.1265,0.8877
30/07/2018,1.1224,0.8909
31/07/2018,1.121,0.8921
01/08/2018,1.1241,0.8896
02/08/2018,1.1223,0.891
03/08/2018,1.1233,0.8902
06/08/2018,1.1194,0.8933
07/08/2018,1.1175,0.8949
08/08/2018,1.1105,0.9005
09/08/2018,1.112,0.8993
10/08/2018,1.1174,0.8949
13/08/2018,1.1189,0.8937
14/08/2018,1.1214,0.8917
15/08/2018,1.1199,0.8929
16/08/2018,1.1169,0.8953
17/08/2018,1.1167,0.8955
20/08/2018,1.1161,0.896
21/08/2018,1.117,0.8953
22/08/2018,1.113,0.8985
23/08/2018,1.1088,0.9019
24/08/2018,1.1058,0.9043
28/08/2018,1.1,0.9091
29/08/2018,1.1118,0.8994
30/08/2018,1.1154,0.8965
31/08/2018,1.1169,0.8953
03/09/2018,1.1081,0.9024
04/09/2018,1.1105,0.9005
05/09/2018,1.1147,0.8971
06/09/2018,1.1131,0.8984
07/09/2018,1.1181,0.8944
10/09/2018,1.1219,0.8913
11/09/2018,1.1222,0.8911
12/09/2018,1.1203,0.8926
13/09/2018,1.1216,0.8916
14/09/2018,1.1207,0.8923
17/09/2018,1.1249,0.889
18/09/2018,1.1244,0.8894
19/09/2018,1.1272,0.8872
20/09/2018,1.1278,0.8867
21/09/2018,1.114,0.8977
24/09/2018,1.1145,0.8973
25/09/2018,1.1168,0.8954
26/09/2018,1.1222,0.8911
27/09/2018,1.1233,0.8902
28/09/2018,1.1228,0.8906
01/10/2018,1.126,0.8881
02/10/2018,1.1232,0.8903
03/10/2018,1.1271,0.8872
04/10/2018,1.1306,0.8845
05/10/2018,1.1358,0.8804
08/10/2018,1.1392,0.8778
09/10/2018,1.1413,0.8762
10/10/2018,1.1443,0.8739
11/10/2018,1.1429,0.875
12/10/2018,1.1385,0.8783
15/10/2018,1.1344,0.8815
16/10/2018,1.1408,0.8766
17/10/2018,1.1392,0.8778
18/10/2018,1.1377,0.879
19/10/2018,1.1346,0.8814
22/10/2018,1.1311,0.8841
23/10/2018,1.1324,0.8831
24/10/2018,1.1329,0.8827
25/10/2018,1.1261,0.888
26/10/2018,1.1276,0.8868
29/10/2018,1.1243,0.8894
30/10/2018,1.1203,0.8926
31/10/2018,1.1277,0.8868
01/11/2018,1.1384,0.8784
02/11/2018,1.1396,0.8775
05/11/2018,1.1419,0.8757
06/11/2018,1.1457,0.8728
07/11/2018,1.1452,0.8732
08/11/2018,1.149,0.8703
09/11/2018,1.1476,0.8714
12/11/2018,1.1435,0.8745
13/11/2018,1.1523,0.8678
14/11/2018,1.15,0.8696
15/11/2018,1.1294,0.8854
16/11/2018,1.1268,0.8875
19/11/2018,1.1234,0.8902
20/11/2018,1.1238,0.8898
21/11/2018,1.1218,0.8914
22/11/2018,1.1283,0.8863
23/11/2018,1.1285,0.8861
26/11/2018,1.131,0.8842
27/11/2018,1.1281,0.8864
28/11/2018,1.131,0.8842
29/11/2018,1.1221,0.8912
30/11/2018,1.1266,0.8876
03/12/2018,1.1224,0.8909
04/12/2018,1.1211,0.892
05/12/2018,1.1231,0.8904
06/12/2018,1.1225,0.8909
07/12/2018,1.1201,0.8928
10/12/2018,1.1023,0.9072
11/12/2018,1.1064,0.9038
12/12/2018,1.1137,0.8979
13/12/2018,1.1116,0.8996
14/12/2018,1.1117,0.8995
17/12/2018,1.1124,0.899
18/12/2018,1.1116,0.8996
19/12/2018,1.107,0.9033
20/12/2018,1.1068,0.9035
21/12/2018,1.1112,0.8999
24/12/2018,1.1099,0.901
27/12/2018,1.1084,0.9022
28/12/2018,1.1094,0.9014
31/12/2018,1.1149,0.8969
02/01/2019,1.1104,0.9006
03/01/2019,1.106,0.9042
04/01/2019,1.1152,0.8967
07/01/2019,1.114,0.8977
08/01/2019,1.1126,0.8988
09/01/2019,1.1071,0.9033
10/01/2019,1.1091,0.9016
11/01/2019,1.1168,0.8954
14/01/2019,1.126,0.8881
15/01/2019,1.1199,0.8929
16/01/2019,1.1287,0.886
17/01/2019,1.1343,0.8816
18/01/2019,1.1355,0.8807
21/01/2019,1.1345,0.8814
22/01/2019,1.1409,0.8765
23/01/2019,1.1482,0.8709
24/01/2019,1.1489,0.8704
25/01/2019,1.1552,0.8657
28/01/2019,1.1504,0.8693
29/01/2019,1.1519,0.8681
30/01/2019,1.1441,0.874
31/01/2019,1.146,0.8726
01/02/2019,1.1417,0.8759
04/02/2019,1.1449,0.8734
05/02/2019,1.1343,0.8816
06/02/2019,1.1394,0.8777
07/02/2019,1.1427,0.8751
08/02/2019,1.1427,0.8751
11/02/2019,1.1409,0.8765
12/02/2019,1.1402,0.877
13/02/2019,1.1411,0.8763
14/02/2019,1.1332,0.8825
15/02/2019,1.1406,0.8767
18/02/2019,1.1434,0.8746
19/02/2019,1.1497,0.8698
20/02/2019,1.151,0.8688
21/02/2019,1.1518,0.8682
22/02/2019,1.1514,0.8685
25/02/2019,1.1516,0.8684
26/02/2019,1.1655,0.858
27/02/2019,1.1718,0.8534
28/02/2019,1.168,0.8562
01/03/2019,1.163,0.8598
04/03/2019,1.1633,0.8596
05/03/2019,1.1598,0.8622
06/03/2019,1.1619,0.8607
07/03/2019,1.1675,0.8565
08/03/2019,1.1574,0.864
11/03/2019,1.1666,0.8572
12/03/2019,1.1616,0.8609
13/03/2019,1.1697,0.8549
14/03/2019,1.175,0.8511
15/03/2019,1.1723,0.853
18/03/2019,1.166,0.8576
19/03/2019,1.169,0.8554
20/03/2019,1.1619,0.8607
21/03/2019,1.1507,0.869
22/03/2019,1.1718,0.8534
25/03/2019,1.1655,0.858
26/03/2019,1.1714,0.8537
27/03/2019,1.1725,0.8529
28/03/2019,1.1648,0.8585
29/03/2019,1.1605,0.8617
01/04/2019,1.1712,0.8538
02/04/2019,1.1644,0.8588
03/04/2019,1.1715,0.8536
04/04/2019,1.1665,0.8573
05/04/2019,1.1593,0.8626
08/04/2019,1.1585,0.8632
09/04/2019,1.1572,0.8642
10/04/2019,1.1635,0.8595
11/04/2019,1.1608,0.8615
12/04/2019,1.158,0.8636
15/04/2019,1.1598,0.8622
16/04/2019,1.1553,0.8656
17/04/2019,1.1541,0.8665
18/04/2019,1.1569,0.8644
23/04/2019,1.1544,0.8663
24/04/2019,1.1565,0.8647
25/04/2019,1.1582,0.8634
26/04/2019,1.1586,0.8631
29/04/2019,1.1574,0.864
30/04/2019,1.1632,0.8597
01/05/2019,1.164,0.8591
02/05/2019,1.1655,0.858
03/05/2019,1.1723,0.853
07/05/2019,1.1662,0.8575
08/05/2019,1.1608,0.8615
09/05/2019,1.1595,0.8624
10/05/2019,1.1591,0.8627
13/05/2019,1.155,0.8658
14/05/2019,1.1522,0.8679
15/05/2019,1.148,0.8711
16/05/2019,1.1444,0.8738
17/05/2019,1.1409,0.8765
20/05/2019,1.1405,0.8768
21/05/2019,1.1436,0.8744
22/05/2019,1.1347,0.8813
23/05/2019,1.1362,0.8801
24/05/2019,1.1326,0.8829
28/05/2019,1.1343,0.8816
29/05/2019,1.1335,0.8822
30/05/2019,1.1314,0.8839
31/05/2019,1.1309,0.8843
03/06/2019,1.1277,0.8868
04/06/2019,1.1285,0.8861
05/06/2019,1.1305,0.8846
06/06/2019,1.1269,0.8874
07/06/2019,1.1253,0.8887
10/06/2019,1.1213,0.8918
11/06/2019,1.1241,0.8896
12/06/2019,1.124,0.8897
13/06/2019,1.1253,0.8887
14/06/2019,1.1232,0.8903
17/06/2019,1.1188,0.8938
18/06/2019,1.1212,0.8919
19/06/2019,1.1264,0.8878
20/06/2019,1.1251,0.8888
21/06/2019,1.1214,0.8917
24/06/2019,1.1167,0.8955
25/06/2019,1.1176,0.8948
26/06/2019,1.1144,0.8973
27/06/2019,1.115,0.8969
28/06/2019,1.1176,0.8948
01/07/2019,1.1174,0.8949
02/07/2019,1.1151,0.8968
03/07/2019,1.1136,0.898
04/07/2019,1.1147,0.8971
05/07/2019,1.1143,0.8974
08/07/2019,1.1159,0.8961
09/07/2019,1.1124,0.899
10/07/2019,1.1106,0.9004
11/07/2019,1.1146,0.8972
12/07/2019,1.1162,0.8959
15/07/2019,1.1114,0.8998
16/07/2019,1.1065,0.9038
17/07/2019,1.1071,0.9033
18/07/2019,1.1128,0.8986
19/07/2019,1.1141,0.8976
22/07/2019,1.1137,0.8979
23/07/2019,1.1156,0.8964
24/07/2019,1.1217,0.8915
25/07/2019,1.1196,0.8932
26/07/2019,1.1133,0.8982
29/07/2019,1.0988,0.9101
30/07/2019,1.0909,0.9167
31/07/2019,1.0999,0.9092
01/08/2019,1.0989,0.91
02/08/2019,1.0916,0.9161
05/08/2019,1.0856,0.9211
06/08/2019,1.088,0.9191
07/08/2019,1.0836,0.9228
08/08/2019,1.0833,0.9231
09/08/2019,1.0781,0.9276
12/08/2019,1.077,0.9285
13/08/2019,1.0788,0.927
14/08/2019,1.0825,0.9238
15/08/2019,1.0905,0.917
16/08/2019,1.0936,0.9144
19/08/2019,1.0936,0.9144
20/08/2019,1.0941,0.914
21/08/2019,1.0935,0.9145
22/08/2019,1.1059,0.9042
23/08/2019,1.105,0.905
27/08/2019,1.1067,0.9036
28/08/2019,1.1035,0.9062
29/08/2019,1.1027,0.9069
30/08/2019,1.1061,0.9041
02/09/2019,1.0996,0.9094
03/09/2019,1.1034,0.9063
04/09/2019,1.1054,0.9046
05/09/2019,1.1161,0.896
06/09/2019,1.1145,0.8973
09/09/2019,1.1163,0.8958
10/09/2019,1.1189,0.8937
11/09/2019,1.1224,0.8909
12/09/2019,1.1178,0.8946
13/09/2019,1.1243,0.8894
16/09/2019,1.1294,0.8854
17/09/2019,1.1298,0.8851
18/09/2019,1.1288,0.8859
19/09/2019,1.1295,0.8853
20/09/2019,1.1352,0.8809
23/09/2019,1.1305,0.8846
24/09/2019,1.1347,0.8813
25/09/2019,1.1295,0.8853
26/09/2019,1.1274,0.887
27/09/2019,1.1244,0.8894
30/09/2019,1.1302,0.8848
01/10/2019,1.1197,0.8931
02/10/2019,1.124,0.8897
03/10/2019,1.1292,0.8856
04/10/2019,1.1198,0.893
07/10/2019,1.1206,0.8924
08/10/2019,1.1148,0.897
09/10/2019,1.1126,0.8988
10/10/2019,1.1159,0.8961
11/10/2019,1.1491,0.8702
14/10/2019,1.1416,0.876
15/10/2019,1.1579,0.8636
16/10/2019,1.1585,0.8632
17/10/2019,1.1552,0.8657
18/10/2019,1.158,0.8636
21/10/2019,1.1648,0.8585
22/10/2019,1.1596,0.8624
23/10/2019,1.159,0.8628
24/10/2019,1.1571,0.8642
25/10/2019,1.1571,0.8642
28/10/2019,1.1591,0.8627
29/10/2019,1.1607,0.8615
30/10/2019,1.1572,0.8642
31/10/2019,1.1598,0.8622
01/11/2019,1.1592,0.8627
04/11/2019,1.158,0.8636
05/11/2019,1.1619,0.8607
06/11/2019,1.1625,0.8602
07/11/2019,1.1608,0.8615
08/11/2019,1.1609,0.8614
11/11/2019,1.1666,0.8572
12/11/2019,1.1659,0.8577
13/11/2019,1.166,0.8576
14/11/2019,1.1686,0.8557
15/11/2019,1.1673,0.8567
18/11/2019,1.1701,0.8546
19/11/2019,1.1671,0.8568
20/11/2019,1.1667,0.8571
21/11/2019,1.1669,0.857
22/11/2019,1.1632,0.8597
25/11/2019,1.1721,0.8532
26/11/2019,1.1658,0.8578
27/11/2019,1.1706,0.8543
28/11/2019,1.1724,0.853
29/11/2019,1.173,0.8525
02/12/2019,1.1672,0.8568
03/12/2019,1.1724,0.853
04/12/2019,1.1822,0.8459
05/12/2019,1.1859,0.8432
06/12/2019,1.1861,0.8431
09/12/2019,1.1885,0.8414
10/12/2019,1.1878,0.8419
11/12/2019,1.1887,0.8413
12/12/2019,1.1801,0.8474
13/12/2019,1.1981,0.8347
16/12/2019,1.1973,0.8352
17/12/2019,1.1781,0.8488
18/12/2019,1.175,0.8511
19/12/2019,1.1722,0.8531
20/12/2019,1.1771,0.8495
23/12/2019,1.1659,0.8577
24/12/2019,1.1692,0.8553
27/12/2019,1.1729,0.8526
30/12/2019,1.1709,0.854
31/12/2019,1.1765,0.85
02/01/2020,1.1775,0.8493
03/01/2020,1.171,0.854
06/01/2020,1.1761,0.8503
07/01/2020,1.1778,0.849
08/01/2020,1.1781,0.8488
09/01/2020,1.1754,0.8508
10/01/2020,1.1754,0.8508
13/01/2020,1.1658,0.8578
14/01/2020,1.1698,0.8548
15/01/2020,1.1677,0.8564
16/01/2020,1.1729,0.8526
17/01/2020,1.1743,0.8516
20/01/2020,1.1726,0.8528
21/01/2020,1.1766,0.8499
22/01/2020,1.1864,0.8429
23/01/2020,1.1876,0.842
24/01/2020,1.1852,0.8437
27/01/2020,1.1855,0.8435
28/01/2020,1.1803,0.8472
29/01/2020,1.182,0.846
30/01/2020,1.187,0.8425
31/01/2020,1.1897,0.8405
03/02/2020,1.177,0.8496
04/02/2020,1.18,0.8475
05/02/2020,1.1801,0.8474
06/02/2020,1.1779,0.849
07/02/2020,1.1804,0.8472
10/02/2020,1.183,0.8453
11/02/2020,1.186,0.8432
12/02/2020,1.1909,0.8397
13/02/2020,1.2036,0.8308
14/02/2020,1.2001,0.8333
17/02/2020,1.2009,0.8327
18/02/2020,1.2046,0.8302
19/02/2020,1.2001,0.8333
20/02/2020,1.1924,0.8386
21/02/2020,1.1942,0.8374
24/02/2020,1.1905,0.84
25/02/2020,1.1979,0.8348
26/02/2020,1.1888,0.8412
27/02/2020,1.172,0.8532
