Date,EURtoGBP,GBPtoEUR
28/02/2020,1.163,0.8598
02/03/2020,1.1454,0.8731
03/03/2020,1.1465,0.8722
04/03/2020,1.1511,0.8687
05/03/2020,1.155,0.8658
06/03/2020,1.152,0.8681
09/03/2020,1.1479,0.8712
10/03/2020,1.1402,0.877
11/03/2020,1.1424,0.8754
12/03/2020,1.1317,0.8836
13/03/2020,1.1207,0.8923
16/03/2020,1.1024,0.9071
17/03/2020,1.0953,0.913
18/03/2020,1.0858,0.921
19/03/2020,1.0896,0.9178
20/03/2020,1.0991,0.9098
23/03/2020,1.0681,0.9362
24/03/2020,1.0915,0.9162
25/03/2020,1.0859,0.9209
26/03/2020,1.1009,0.9083
27/03/2020,1.1176,0.8948
30/03/2020,1.1258,0.8883
31/03/2020,1.1306,0.8845
01/04/2020,1.1374,0.8792
02/04/2020,1.1392,0.8778
03/04/2020,1.1352,0.8809
06/04/2020,1.1364,0.88
07/04/2020,1.1306,0.8845
08/04/2020,1.1396,0.8775
09/04/2020,1.1401,0.8771
14/04/2020,1.148,0.8711
15/04/2020,1.1463,0.8724
16/04/2020,1.1473,0.8716
17/04/2020,1.1483,0.8709
20/04/2020,1.1463,0.8724
21/04/2020,1.1302,0.8848
22/04/2020,1.1385,0.8783
23/04/2020,1.1438,0.8743
24/04/2020,1.1409,0.8765
27/04/2020,1.1447,0.8736
28/04/2020,1.1476,0.8714
29/04/2020,1.1459,0.8727
30/04/2020,1.1515,0.8684
01/05/2020,1.1399,0.8773
04/05/2020,1.1378,0.8789
05/05/2020,1.1488,0.8705
06/05/2020,1.1449,0.8734
07/05/2020,1.14,0.8772
11/05/2020,1.1416,0.876
12/05/2020,1.1338,0.882
13/05/2020,1.128,0.8865
14/05/2020,1.1283,0.8863
15/05/2020,1.1208,0.8922
18/05/2020,1.123,0.8905
19/05/2020,1.119,0.8937
20/05/2020,1.1162,0.8959
21/05/2020,1.1164,0.8957
22/05/2020,1.1194,0.8933
26/05/2020,1.1252,0.8887
27/05/2020,1.1131,0.8984
28/05/2020,1.1146,0.8972
29/05/2020,1.1118,0.8994
01/06/2020,1.1207,0.8923
02/06/2020,1.1229,0.8906
03/06/2020,1.1229,0.8906
04/06/2020,1.1112,0.8999
05/06/2020,1.1248,0.889
08/06/2020,1.1237,0.8899
09/06/2020,1.1205,0.8925
10/06/2020,1.1237,0.8899
11/06/2020,1.111,0.9001
12/06/2020,1.115,0.8969
15/06/2020,1.1145,0.8973
16/06/2020,1.1177,0.8947
17/06/2020,1.1178,0.8946
18/06/2020,1.1069,0.9034
19/06/2020,1.1056,0.9045
22/06/2020,1.1063,0.9039
23/06/2020,1.105,0.905
24/06/2020,1.1042,0.9056
25/06/2020,1.1063,0.9039
26/06/2020,1.0997,0.9093
29/06/2020,1.0908,0.9168
30/06/2020,1.1002,0.9089
01/07/2020,1.1063,0.9039
02/07/2020,1.1102,0.9007
03/07/2020,1.1092,0.9016
06/07/2020,1.1052,0.9048
07/07/2020,1.1143,0.8974
08/07/2020,1.1118,0.8994
09/07/2020,1.117,0.8953
10/07/2020,1.1187,0.8939
13/07/2020,1.1101,0.9008
14/07/2020,1.0993,0.9097
15/07/2020,1.1055,0.9046
16/07/2020,1.102,0.9074
17/07/2020,1.0974,0.9112
20/07/2020,1.1055,0.9046
21/07/2020,1.1097,0.9011
22/07/2020,1.0982,0.9106
23/07/2020,1.0992,0.9098
24/07/2020,1.1,0.9091
27/07/2020,1.0951,0.9132
28/07/2020,1.1038,0.906
29/07/2020,1.1011,0.9082
30/07/2020,1.1063,0.9039
31/07/2020,1.1096,0.9012
03/08/2020,1.1104,0.9006
04/08/2020,1.1106,0.9004
05/08/2020,1.1059,0.9042
06/08/2020,1.1091,0.9016
07/08/2020,1.1071,0.9033
10/08/2020,1.1124,0.899
11/08/2020,1.1124,0.899
12/08/2020,1.1061,0.9041
13/08/2020,1.1061,0.9041
14/08/2020,1.1083,0.9023
17/08/2020,1.1038,0.906
18/08/2020,1.1093,0.9015
19/08/2020,1.1081,0.9024
20/08/2020,1.1099,0.901
21/08/2020,1.1098,0.9011
24/08/2020,1.1064,0.9038
25/08/2020,1.1095,0.9013
26/08/2020,1.1163,0.8958
27/08/2020,1.1188,0.8938
28/08/2020,1.1205,0.8925
01/09/2020,1.1248,0.889
02/09/2020,1.1236,0.89
03/09/2020,1.1215,0.8917
04/09/2020,1.1197,0.8931
07/09/2020,1.1142,0.8975
08/09/2020,1.1044,0.9055
09/09/2020,1.1006,0.9086
10/09/2020,1.0837,0.9228
11/09/2020,1.0805,0.9255
14/09/2020,1.0852,0.9215
15/09/2020,1.0846,0.922
16/09/2020,1.098,0.9107
17/09/2020,1.0954,0.9129
18/09/2020,1.0928,0.9151
21/09/2020,1.0896,0.9178
22/09/2020,1.0868,0.9201
23/09/2020,1.0938,0.9142
24/09/2020,1.0923,0.9155
25/09/2020,1.0935,0.9145
28/09/2020,1.1029,0.9067
29/09/2020,1.0947,0.9135
30/09/2020,1.1023,0.9072
01/10/2020,1.0964,0.9121
02/10/2020,1.1039,0.9059
05/10/2020,1.1003,0.9088
06/10/2020,1.0997,0.9093
07/10/2020,1.0964,0.9121
08/10/2020,1.1004,0.9088
09/10/2020,1.0999,0.9092
12/10/2020,1.1064,0.9038
13/10/2020,1.1057,0.9044
14/10/2020,1.1091,0.9016
15/10/2020,1.1031,0.9065
16/10/2020,1.1033,0.9064
19/10/2020,1.1031,0.9065
20/10/2020,1.0955,0.9128
21/10/2020,1.1085,0.9021
22/10/2020,1.1072,0.9032
23/10/2020,1.1022,0.9073
26/10/2020,1.1019,0.9075
27/10/2020,1.1043,0.9056
28/10/2020,1.1058,0.9043
29/10/2020,1.1068,0.9035
30/10/2020,1.1104,0.9006
02/11/2020,1.1092,0.9016
03/11/2020,1.114,0.8977
04/11/2020,1.1095,0.9013
05/11/2020,1.1088,0.9019
06/11/2020,1.1079,0.9026
09/11/2020,1.1118,0.8994
10/11/2020,1.1208,0.8922
11/11/2020,1.1224,0.8909
12/11/2020,1.1117,0.8995
13/11/2020,1.1133,0.8982
16/11/2020,1.1132,0.8983
17/11/2020,1.1165,0.8957
18/11/2020,1.1201,0.8928
19/11/2020,1.1171,0.8952
20/11/2020,1.1207,0.8923
23/11/2020,1.125,0.8889
24/11/2020,1.1247,0.8891
25/11/2020,1.1241,0.8896
26/11/2020,1.1198,0.893
27/11/2020,1.1171,0.8952
30/11/2020,1.116,0.8961
01/12/2020,1.1104,0.9006
02/12/2020,1.1032,0.9065
03/12/2020,1.11,0.9009
04/12/2020,1.1098,0.9011
07/12/2020,1.0972,0.9114
08/12/2020,1.103,0.9066
09/12/2020,1.1088,0.9019
10/12/2020,1.0946,0.9136
11/12/2020,1.0916,0.9161
14/12/2020,1.0991,0.9098
15/12/2020,1.106,0.9042
16/12/2020,1.1073,0.9031
17/12/2020,1.1098,0.9011
18/12/2020,1.1022,0.9073
21/12/2020,1.0902,0.9173
22/12/2020,1.0945,0.9137
23/12/2020,1.1095,0.9013
24/12/2020,1.1142,0.8975
29/12/2020,1.1022,0.9073
30/12/2020,1.1063,0.9039
31/12/2020,1.1118,0.8994
04/01/2021,1.1065,0.9038
05/01/2021,1.1074,0.903
06/01/2021,1.1032,0.9065
07/01/2021,1.1048,0.9051
08/01/2021,1.1088,0.9019
11/01/2021,1.1103,0.9007
12/01/2021,1.1202,0.8927
13/01/2021,1.121,0.8921
14/01/2021,1.1272,0.8872
15/01/2021,1.1234,0.8902
18/01/2021,1.1242,0.8895
19/01/2021,1.1228,0.8906
20/01/2021,1.1259,0.8882
21/01/2021,1.1299,0.885
22/01/2021,1.123,0.8905
25/01/2021,1.127,0.8873
26/01/2021,1.1294,0.8854
27/01/2021,1.1335,0.8822
28/01/2021,1.1317,0.8836
29/01/2021,1.13,0.885
01/02/2021,1.1308,0.8843
02/02/2021,1.1331,0.8825
03/02/2021,1.136,0.8803
04/02/2021,1.1402,0.877
05/02/2021,1.1414,0.8761
08/02/2021,1.1405,0.8768
09/02/2021,1.1404,0.8769
10/02/2021,1.1413,0.8762
11/02/2021,1.1401,0.8771
12/02/2021,1.1427,0.8751
15/02/2021,1.1467,0.8721
16/02/2021,1.1492,0.8702
17/02/2021,1.1513,0.8686
18/02/2021,1.1553,0.8656
19/02/2021,1.1552,0.8657
22/02/2021,1.1577,0.8638
23/02/2021,1.16,0.8621
24/02/2021,1.1633,0.8596
25/02/2021,1.1565,0.8647
26/02/2021,1.1513,0.8686
01/03/2021,1.1566,0.8646
02/03/2021,1.1563,0.8648
03/03/2021,1.1575,0.8639
04/03/2021,1.162,0.8606
05/03/2021,1.1604,0.8618
08/03/2021,1.1648,0.8585
09/03/2021,1.1689,0.8555
10/03/2021,1.1688,0.8556
11/03/2021,1.1681,0.8561
12/03/2021,1.1638,0.8593
15/03/2021,1.1633,0.8596
16/03/2021,1.168,0.8562
17/03/2021,1.1667,0.8571
18/03/2021,1.1689,0.8555
19/03/2021,1.1648,0.8585
22/03/2021,1.1612,0.8612
23/03/2021,1.1618,0.8607
24/03/2021,1.1598,0.8622
25/03/2021,1.1653,0.8581
26/03/2021,1.1691,0.8554
29/03/2021,1.1707,0.8542
30/03/2021,1.1691,0.8554
31/03/2021,1.1739,0.8519
01/04/2021,1.1751,0.851
06/04/2021,1.1706,0.8543
07/04/2021,1.1585,0.8632
08/04/2021,1.154,0.8666
09/04/2021,1.1548,0.866
12/04/2021,1.1543,0.8663
13/04/2021,1.1513,0.8686
14/04/2021,1.1515,0.8684
15/04/2021,1.1524,0.8678
16/04/2021,1.1534,0.867
19/04/2021,1.1634,0.8595
20/04/2021,1.1578,0.8637
21/04/2021,1.158,0.8636
22/04/2021,1.1517,0.8683
23/04/2021,1.1487,0.8705
26/04/2021,1.15,0.8696
27/04/2021,1.1519,0.8681
28/04/2021,1.1503,0.8693
29/04/2021,1.1514,0.8685
30/04/2021,1.15,0.8696
04/05/2021,1.1537,0.8668
05/05/2021,1.1587,0.863
06/05/2021,1.1516,0.8684
07/05/2021,1.1513,0.8686
10/05/2021,1.1626,0.8601
11/05/2021,1.163,0.8598
12/05/2021,1.1674,0.8566
13/05/2021,1.1633,0.8596
14/05/2021,1.161,0.8613
17/05/2021,1.1625,0.8602
18/05/2021,1.163,0.8598
19/05/2021,1.1579,0.8636
20/05/2021,1.1589,0.8629
21/05/2021,1.1622,0.8604
24/05/2021,1.1587,0.863
25/05/2021,1.154,0.8666
26/05/2021,1.157,0.8643
27/05/2021,1.1625,0.8602
28/05/2021,1.1638,0.8593
01/06/2021,1.1573,0.8641
02/06/2021,1.1604,0.8618
03/06/2021,1.1635,0.8595
04/06/2021,1.1651,0.8583
07/06/2021,1.1626,0.8601
08/06/2021,1.1612,0.8612
09/06/2021,1.1593,0.8626
10/06/2021,1.1618,0.8607
11/06/2021,1.1662,0.8575
14/06/2021,1.1642,0.859
15/06/2021,1.1616,0.8609
16/06/2021,1.1643,0.8589
17/06/2021,1.1684,0.8559
18/06/2021,1.1645,0.8587
21/06/2021,1.1673,0.8567
22/06/2021,1.1695,0.8551
23/06/2021,1.1691,0.8554
24/06/2021,1.1651,0.8583
25/06/2021,1.1643,0.8589
28/06/2021,1.1637,0.8593
29/06/2021,1.1622,0.8604
30/06/2021,1.165,0.8584
01/07/2021,1.1615,0.861
02/07/2021,1.1638,0.8593
05/07/2021,1.1668,0.857
06/07/2021,1.1671,0.8568
07/07/2021,1.1676,0.8565
08/07/2021,1.1609,0.8614
09/07/2021,1.1664,0.8573
12/07/2021,1.1707,0.8542
13/07/2021,1.1708,0.8541
14/07/2021,1.1734,0.8522
15/07/2021,1.1731,0.8524
16/07/2021,1.168,0.8562
19/07/2021,1.1578,0.8637
20/07/2021,1.1564,0.8648
21/07/2021,1.1599,0.8621
22/07/2021,1.1667,0.8571
23/07/2021,1.169,0.8554
26/07/2021,1.1707,0.8542
27/07/2021,1.1739,0.8519
28/07/2021,1.1755,0.8507
29/07/2021,1.1759,0.8504
30/07/2021,1.1727,0.8527
02/08/2021,1.1701,0.8546
03/08/2021,1.1714,0.8537
04/08/2021,1.1744,0.8515
05/08/2021,1.1769,0.8497
06/08/2021,1.1794,0.8479
09/08/2021,1.1791,0.8481
10/08/2021,1.1815,0.8464
11/08/2021,1.1814,0.8465
12/08/2021,1.1795,0.8478
13/08/2021,1.1791,0.8481
16/08/2021,1.1756,0.8506
17/08/2021,1.1725,0.8529
18/08/2021,1.1746,0.8514
19/08/2021,1.1692,0.8553
20/08/2021,1.1656,0.8579
23/08/2021,1.1687,0.8557
24/08/2021,1.1677,0.8564
25/08/2021,1.1685,0.8558
26/08/2021,1.1668,0.857
27/08/2021,1.1662,0.8575
31/08/2021,1.1658,0.8578
01/09/2021,1.163,0.8598
02/09/2021,1.1656,0.8579
03/09/2021,1.1675,0.8565
06/09/2021,1.1656,0.8579
07/09/2021,1.1636,0.8594
08/09/2021,1.163,0.8598
09/09/2021,1.1716,0.8535
10/09/2021,1.1709,0.854
13/09/2021,1.1726,0.8528
14/09/2021,1.1715,0.8536
15/09/2021,1.17,0.8547
16/09/2021,1.1719,0.8533
17/09/2021,1.1715,0.8536
20/09/2021,1.1656,0.8579
21/09/2021,1.1637,0.8593
22/09/2021,1.1628,0.86
23/09/2021,1.1699,0.8548
24/09/2021,1.1673,0.8567
27/09/2021,1.1716,0.8535
28/09/2021,1.1596,0.8624
29/09/2021,1.1559,0.8651
30/09/2021,1.1635,0.8595
01/10/2021,1.1676,0.8565
04/10/2021,1.1704,0.8544
05/10/2021,1.1752,0.8509
06/10/2021,1.1755,0.8507
07/10/2021,1.1783,0.8487
08/10/2021,1.1783,0.8487
11/10/2021,1.1775,0.8493
12/10/2021,1.1778,0.849
13/10/2021,1.1779,0.849
14/10/2021,1.1806,0.847
15/10/2021,1.1864,0.8429
18/10/2021,1.1826,0.8456
19/10/2021,1.1851,0.8438
20/10/2021,1.1861,0.8431
21/10/2021,1.1867,0.8427
22/10/2021,1.1827,0.8455
25/10/2021,1.1859,0.8432
26/10/2021,1.1889,0.8411
27/10/2021,1.1825,0.8457
28/10/2021,1.1816,0.8463
29/10/2021,1.1845,0.8442
01/11/2021,1.18,0.8475
02/11/2021,1.1753,0.8508
03/11/2021,1.1791,0.8481
04/11/2021,1.1686,0.8557
05/11/2021,1.1677,0.8564
08/11/2021,1.1703,0.8545
09/11/2021,1.1697,0.8549
10/11/2021,1.1698,0.8548
11/11/2021,1.1676,0.8565
12/11/2021,1.1703,0.8545
15/11/2021,1.176,0.8503
16/11/2021,1.1825,0.8457
17/11/2021,1.1907,0.8398
18/11/2021,1.1876,0.842
19/11/2021,1.1894,0.8408
22/11/2021,1.1915,0.8393
23/11/2021,1.187,0.8425
24/11/2021,1.1906,0.8399
25/11/2021,1.1881,0.8417
26/11/2021,1.1783,0.8487
29/11/2021,1.18,0.8475
30/11/2021,1.1752,0.8509
01/12/2021,1.1748,0.8512
02/12/2021,1.1757,0.8506
03/12/2021,1.172,0.8532
06/12/2021,1.1741,0.8517
07/12/2021,1.1769,0.8497
08/12/2021,1.1662,0.8575
09/12/2021,1.1703,0.8545
10/12/2021,1.1703,0.8545
13/12/2021,1.1734,0.8522
14/12/2021,1.1739,0.8519
15/12/2021,1.1744,0.8515
16/12/2021,1.1789,0.8482
17/12/2021,1.1764,0.8501
20/12/2021,1.1711,0.8539
21/12/2021,1.1748,0.8512
22/12/2021,1.1787,0.8484
23/12/2021,1.1858,0.8433
24/12/2021,1.1841,0.8445
29/12/2021,1.1882,0.8416
30/12/2021,1.1913,0.8394
31/12/2021,1.1907,0.8398
04/01/2022,1.1984,0.8344
05/01/2022,1.1965,0.8358
06/01/2022,1.1975,0.8351
07/01/2022,1.196,0.8361
10/01/2022,1.198,0.8347
11/01/2022,1.1997,0.8335
12/01/2022,1.1984,0.8344
13/01/2022,1.1983,0.8345
14/01/2022,1.1967,0.8356
17/01/2022,1.1968,0.8356
18/01/2022,1.1973,0.8352
19/01/2022,1.1977,0.8349
20/01/2022,1.2033,0.831
21/01/2022,1.1944,0.8372
24/01/2022,1.1906,0.8399
25/01/2022,1.1961,0.8361
26/01/2022,1.198,0.8347
27/01/2022,1.201,0.8326
28/01/2022,1.2015,0.8323
31/01/2022,1.197,0.8354
01/02/2022,1.201,0.8326
02/02/2022,1.2002,0.8332
03/02/2022,1.192,0.8389
04/02/2022,1.1825,0.8457
07/02/2022,1.1823,0.8458
08/02/2022,1.187,0.8425
09/02/2022,1.1853,0.8437
10/02/2022,1.1873,0.8422
11/02/2022,1.193,0.8382
14/02/2022,1.1952,0.8367
15/02/2022,1.1907,0.8398
16/02/2022,1.1949,0.8369
17/02/2022,1.198,0.8347
18/02/2022,1.1978,0.8349
21/02/2022,1.2003,0.8331
22/02/2022,1.199,0.834
23/02/2022,1.1974,0.8351
24/02/2022,1.1949,0.8369
25/02/2022,1.1931,0.8382
28/02/2022,1.1949,0.8369
01/03/2022,1.1986,0.8343
02/03/2022,1.203,0.8313
03/03/2022,1.206,0.8292
04/03/2022,1.2105,0.8261
07/03/2022,1.2077,0.828
08/03/2022,1.2054,0.8296
09/03/2022,1.1913,0.8394
10/03/2022,1.1916,0.8392
11/03/2022,1.1932,0.8381
14/03/2022,1.1884,0.8415
15/03/2022,1.1908,0.8398
16/03/2022,1.1911,0.8396
17/03/2022,1.1844,0.8443
18/03/2022,1.1922,0.8388
21/03/2022,1.1953,0.8366
22/03/2022,1.203,0.8313
23/03/2022,1.201,0.8326
24/03/2022,1.1979,0.8348
25/03/2022,1.2009,0.8327
28/03/2022,1.1929,0.8383
29/03/2022,1.1835,0.845
30/03/2022,1.1801,0.8474
31/03/2022,1.1835,0.845
01/04/2022,1.1876,0.842
04/04/2022,1.1928,0.8384
05/04/2022,1.2001,0.8333
06/04/2022,1.1992,0.8339
07/04/2022,1.1976,0.835
08/04/2022,1.1964,0.8358
11/04/2022,1.1971,0.8354
12/04/2022,1.1989,0.8341
13/04/2022,1.2019,0.832
14/04/2022,1.2106,0.826
19/04/2022,1.2043,0.8304
20/04/2022,1.2009,0.8327
21/04/2022,1.2018,0.8321
22/04/2022,1.1916,0.8392
25/04/2022,1.1876,0.842
26/04/2022,1.185,0.8439
27/04/2022,1.1891,0.841
28/04/2022,1.1829,0.8454
29/04/2022,1.1904,0.8401
03/05/2022,1.1872,0.8423
04/05/2022,1.1851,0.8438
05/05/2022,1.1747,0.8513
06/05/2022,1.1671,0.8568
09/05/2022,1.1688,0.8556
10/05/2022,1.1679,0.8562
11/05/2022,1.17,0.8547
12/05/2022,1.1743,0.8516
13/05/2022,1.1757,0.8506
16/05/2022,1.1775,0.8493
17/05/2022,1.1837,0.8448
18/05/2022,1.181,0.8467
19/05/2022,1.1795,0.8478
20/05/2022,1.1808,0.8469
23/05/2022,1.1783,0.8487
24/05/2022,1.1676,0.8565
25/05/2022,1.1748,0.8512
26/05/2022,1.1731,0.8524
27/05/2022,1.1778,0.849
30/05/2022,1.1732,0.8524
31/05/2022,1.1763,0.8501
