11044,16062
20224,13902
12356,16900
13584,15995
3077.8,20018
24420,6574.5
7322.1,17554
14557,10410
15030,23314
19281,17683
8292.5,3371.5
21591,16454
11046,16042
20198,13918
14547,10408
13422,14681
7324.6,17554
1215.7,17788
13615,15991
3097.6,19988
21625,16452
8313.4,3333.5
20214,13912
13422,14704
11060,16048
7323,17532
1188.8,17844
13604,16004
14537,10451
15049,23346
7993,11662
8299.3,18468
11303,11890
19256,17717
21614,16478
8288.3,3347.5
13420,14698
20228,13885
14541,10383
7961.9,11656
13595,16022
11052,16047
15006,23330
11643,12158
12454,4431.6
13640,8926.9
11561,5456.2
21611,16481
8310.8,3348
11046,16059
19218,17704
13416,14715
20202,13917
13600,16004
7979.7,11658
12479,4439.2
14519,10406
14991,23315
11306,12256
11560,5449.8
13482,14704
8309.6,3353.7
15026,23363
21614,16456
14557,10412
11036,16074
20226,13905
22695,15131
12437,4453.9
7951,11662
13597,16002
10528,11841
13511,14711
8312.4,3342.8
21604,16482
7966.1,11640
11543,5425.3
11049,16063
20240,13882
12451,4430.1
10425,18453
14537,10434
13607,16000
15027,23305
22685,15132
10549,11711
11377,12048
14518,8774.7
18990,17956
11568,5440.4
7964.8,11658
8317.8,3334.1
21585,16453
11034,16063
13469,14714
13584,15977
20209,13896
14543,10436
12465,4452.7
22718,15120
19016,17981
15012,23320
12786,6877.1
11550,5440.8
8306.7,3334.3
24268,6614.8
7986.5,11641
12462,4439.1
13567,15996
11056,16057
13432,14701
20242,13893
14555,10423
21612,16458
22704,15102
19001,17992
11244,11273
4177.9,6722
10585,11743
11609,8709.7
7947.8,11667
8298.8,3365.5
5106.9,10563
13419,14711
11052,16056
24267,6651
14555,10383
12479,4461.9
20247,13893
13619,15972
15015,23302
10223,16093
4199,6706.4
21615,16457
12791,9925.7
22711,15058
10601,11778
8299.5,3330.3
15031,23317
11065,16050
5123.5,10570
14529,10429
12475,4454.8
13444,14700
4169.1,6680.3
23729,18098
20229,13891
21575,16454
13618,15990
18979,17929
10535,11811
10210,16075
11631,21345
22701,15092
12505,7978.5
8306.7,3336.6
15022,23320
13422,14692
11052,16037
10210,16071
4187.6,6685.1
14545,10438
11648,21347
5149,10596
23737,18094
20238,13886
13596,16030
19008,17981
12447,4450.2
10598,11772
11497,5321.5
8315.5,3337.8
15009,23303
4171.4,6680.7
12465,4441
13420,14688
10189,16086
23725,18117
20208,13899
11062,16072
11634,21362
8484.9,11469
14527,10412
16045,14492
7204.9,15329
10624,11670
13586,16004
9234.8,13276
11792,12184
7836.8,17412
11509,5331
8316.4,3352.9
11055,16072
15017,23317
10187,16061
13422,14718
7213.5,15337
20242,13878
4185.1,6674.4
14522,10422
16058,14488
8504.2,11447
7832.4,17382
13597,16003
12475,4420.7
23733,18111
11670,21356
8305.5,3361.7
19575,18922
23739,18093
10229,16084
7207.2,15344
13422,14715
16040,14449
20206,13900
8484.8,11470
11620,21353
4204.3,6692.7
7812.8,17435
14519,10427
11034,16072
13591,15994
17788,16446
3392.3,3476.4
8318.7,3358.8
15035,23304
4210.8,6696
19579,18959
7222.1,15327
14531,10425
10222,16088
20236,13898
16060,14452
23731,18085
11627,21338
13622,16001
13450,14714
7836.9,17444
8302.6,3338.8
11437,5285.4
7813.5,17397
23750,18094
19565,18944
4185.3,6689.6
20219,13898
7205.9,15317
14581,10416
11656,21326
13583,16015
5374.2,10737
16030,14459
14988,23287
6135.9,15156
24325,6736.3
3325.7,13455
7825.1,17420
8303.3,3341.3
23760,18098
11430,5243.7
24326,6711
19586,18928
7227.2,15316
8373.4,11526
16040,14490
20224,13892
5374.8,10734
11638,21378
13630,15979
3361.2,13471
4212.8,6697.9
6168.6,15191
24342,6749.2
11393,5248.2
23743,18103
7824.5,17385
19593,18960
8374.6,11548
5413.8,10694
8302.5,3379.6
16026,14458
6135.1,15195
13590,15994
7215.8,15317
11608,21373
20216,13878
15468,21770
9784.6,12450
3314.7,13487
13544,7896.7
24330,6743.9
11397,5252.5
23748,18086
19556,18942
7821.8,17413
8314.1,3371.7
6053,18063
7207.7,15318
11689,21290
5406.1,10714
8378.5,11527
20207,13901
6142,15178
3340,13510
13595,15962
15525,21784
16058,14480
9957.7,22416
16824,19642
14572,10097
24349,6746.2
11394,5237.6
7831,17412
23748,18108
6076.9,18064
8297,3397.5
8390.5,11515
19581,18971
20264,13914
16061,14464
5397.1,10684
13607,16009
3287.8,13478
6146.1,15193
9850.5,12394
15506,21759
13567,22197
9985.3,22446
13579,22219
24359,6736.2
11444,5207.7
23739,18086
11721,21257
7829.8,17420
6065.9,18081
19564,18956
8296.4,3353.4
16013,14486
13584,16022
6148.6,15228
5413.9,10675
15452,21799
10036,22468
3348.5,13507
10587,8111.1
23735,18115
24338,6734.7
6086.9,18077
7826.2,17404
11437,5213.9
19572,18944
13600,22230
8402,11510
8298.7,3360.8
11640,21348
16066,14502
13616,16006
9972,22461
5406.4,10675
3317.2,13448
15495,21787
3247.6,3531.5
6192.1,15192
24338,6716.4
11437,5209.6
6060.7,18056
23744,18112
19565,18966
13570,22235
8295.3,3360.5
8434.9,11500
16027,14452
5383.5,10704
9987.7,22412
15471,21746
3347.9,13500
11656,21377
6155.5,15165
18956,4958.6
5501.3,21067
13603,16012
14737,10541
23734,18103
6069.1,18080
24342,6771.6
11454,5212.2
15036,23326
19564,18967
5369.2,10731
8301.8,3380.2
15468,21776
16042,14457
18974,5007.9
3377.3,13485
13632,14813
6181.1,15181
13586,15999
11656,21366
17012,4792.4
9967.4,22451
13585,22218
10095,8910.4
23734,18091
5383.7,10716
24355,6790.5
15018,23314
19585,18967
11434,5218.8
8302.7,3362.7
13595,16062
13573,22244
9980.5,22458
13382,10958
15479,21780
6035.8,18059
18967,5017.3
6185.4,15172
11635,21328
16982,4754.7
16073,14444
14708,11991
10785,11505
5380.1,10703
24338,6788.6
23760,18113
11459,5197.3
15007,23311
13420,10967
13618,16034
15485,21797
19049,12730
18987,5005
8319.1,3389.4
19589,18955
11627,21353
9938.8,22453
6036.3,18076
13580,22202
6204.2,15151
3203.4,20005
16045,14496
16980,4797.6
5390.1,10719
11444,5217
24328,6764.6
19576,18961
23755,18074
13391,10981
8328.4,3329.7
15032,23328
18969,4985.7
13561,22242
19037,12761
6072.9,18084
13611,15995
15455,21810
16014,14489
11624,21326
6062.4,24511
6137.9,15170
14847,12044
16938,4761.4
3154.9,20027
10524,13982
5377.8,10708
23752,18105
11434,5203.7
19593,18949
13389,10970
15020,23324
8364.4,3330.2
16066,14481
24360,6794.8
19059,12773
6194.2,15189
11625,21315
14702,6894.4
18962,4992.6
15478,21772
6073,18105
6057.2,24490
9943.1,22468
11525,12049
5401.4,10713
19046,12762
11400,5220.6
8331.3,3326.4
15003,23323
23751,18081
19585,18952
24346,6778
11618,21380
14734,6869.2
13395,10955
18978,4985
6090.1,18065
5102.3,20996
16060,14466
13590,15999
6155.9,15166
3678.5,6311.2
15496,21804
5396.2,10706
23750,18090
6081.4,18080
19050,12750
11396,5251.5
8363.5,23567
12455,4496.5
8349.5,3266.2
13387,10936
11638,21366
15030,23304
14724,6897.5
19576,18955
18960,4971.3
16034,14499
13613,16031
5082.2,20961
10008,22424
6181.7,15144
16957,4747.5
11641,21363
23750,18096
5388.4,10714
6070.3,18046
11385,5248.8
14694,6862.7
19561,18929
15024,23310
8366.1,23545
13378,10965
12473,4450.5
8349.4,3346
5106.4,20970
24325,6752.7
19062,12728
10168,16833
16038,14475
13643,16017
6148,15162
9991.5,22471
12850,12191
16990,4726.6
14705,6871.7
5383.2,10709
11652,21342
23768,18099
6074.2,18084
15014,23312
13404,10968
10566,7030.5
19543,18947
19070,12761
24350,6785.3
12446,4463.6
6130,15175
10169,16834
16060,14467
5097.2,20996
16978,4728.2
13605,16004
10159,11684
14708,6870.3
5387.3,10713
10552,7036.8
11631,21343
6066.4,18081
23764,18085
19579,18951
19048,12743
13407,10947
10160,16796
15013,23328
16047,14488
6159.5,15158
13554,15996
5101.9,21039
12451,4471.1
18934,10174
16944,4744.4
9970.4,22518
6072.4,24515
8901.3,23552
14736,6869.1
10560,7023.7
5395.3,10714
6081.9,18060
19582,18969
11629,21337
15028,23300
13405,10935
12465,4435.8
19083,12755
5113,20983
6137.7,15206
10198,16800
6077.2,24523
9974.9,22475
23787,18123
16033,14442
13592,16007
22824,14943
16958,4898.5
24294,19111
10558,7011.2
8913.5,23549
19054,12743
14726,6874.2
5384.2,10710
11627,21343
22840,14918
6113.3,18072
19586,18962
15030,23330
13413,10971
23746,18097
12453,4464.9
5125.7,21006
13591,16001
10192,16847
6069.5,24517
6164.7,15158
11434,12009
10552,7013
19053,12760
8911.7,23547
14734,6879.4
11655,21366
5385.5,10708
6073,18073
19581,18966
15004,23322
22790,14924
5101.1,21000
12469,4443.7
9951.1,22483
6146.9,15164
6075.3,24521
23732,18113
13176,22087
10209,16804
10282,8423.4
10551,7032.1
14728,6884.2
11623,21346
19061,12756
12468,4445.7
23732,18094
10296,8460.3
8903.5,23546
5373.4,10728
19578,18941
13248,22104
12205,14842
22812,14932
6164.1,15196
5119.4,20988
9948.5,22435
10202,16816
4769.3,16748
6018.3,18076
6088,24516
16968,4741.3
10548,7010.7
11628,21364
23739,18100
14706,6898.7
19560,18936
8908.8,23531
10275,8419.7
12491,4450.3
3361.6,20026
5088.4,21023
13217,22109
10166,16812
12246,14862
19023,12747
5118.5,13678
5391.7,10740
16972,4734.6
6057.5,24504
22791,14932
9425,11124
10564,7012.7
23736,18098
14751,6879.1
19607,18952
8920.1,23549
12469,4458
5108.8,21014
3355.3,20003
19050,12760
12252,14874
13232,22052
9947.9,21721
22798,14920
10215,16818
5175.9,13686
5611.3,18013
10258,8453.7
11637,21317
4740.1,16775
12396,7987.1
17847,16465
10553,7028.6
19061,12748
23739,18099
14708,6855.3
11384,5248.8
3347.7,19998
8899.7,23557
5077.2,21008
19577,18950
13231,22123
11645,21363
12465,4470.2
5164.5,13682
16965,4797
9945,21715
10210,16808
22776,14924
10259,8440.4
10552,7014
12469,4446.1
14686,6848.9
23759,18096
19052,12739
3371.3,19989
5209,13560
19568,18945
8912.5,23553
5096.6,20989
10169,16845
22814,14900
13232,22123
10290,8448.6
11633,21333
8632.4,3191.9
15397,8577.8
10553,7016.2
19046,12762
23724,18088
14704,6855.8
8910.1,23540
12473,4472
19594,18957
5199.5,13463
3374.5,19976
5092.8,20966
11629,21376
4049.8,9644.5
15001,23327
10311,8422.7
10168,16827
22819,14912
16964,4754.3
11519,11996
10556,7020.8
19042,12749
23755,18092
19598,18950
15009,23311
4049.7,9631.8
5206.6,13419
3350.2,19984
11446,5218
8912.4,23574
5084.3,20969
12468,4442.4
22810,14927
14719,6897.6
10275,8430.6
11642,21331
5643.4,18000
11611,11927
15412,4658.5
10547,7014
19066,12770
14714,6872.7
23736,18092
11435,5211.6
5232.4,13444
22812,14917
15014,23311
19575,18934
8916.1,23546
3340.2,19958
12461,4441.1
3326.8,13515
10251,8454.4
4055.1,9643.7
11646,21340
6056.1,24480
10988,12390
11536,10796
10564,7016.8
19052,12757
14714,6891.4
23758,18093
15037,23302
5216.7,13446
19575,18972
11433,5188.8
7400.5,11568
22783,14922
3288.2,19905
4066.8,9637.7
7821.7,17378
19134,2464.2
10264,8426.8
11630,21354
10560,7017.5
14710,6862.6
23753,18080
7427.5,11552
5217.6,13450
19562,18989
15017,23316
19069,12742
4076.5,9595.6
19104,2457.7
11647,21364
23905,7665.8
17204,12989
22794,14931
7814,17384
10242,8447.9
12597,10064
10328,12471
10489,11920
10562,7015.8
14718,6862.6
23734,18110
15004,23303
7419.7,11551
8827.8,23550
5210.3,13464
19599,18962
12585,12282
3255,19903
17197,12978
11653,21351
19059,12747
4085,9659
10250,8445.5
19138,2442.4
20199,14136
3997.9,10433
24002,7600.2
10377,12376
11974,13221
5602.3,17970
11581,12026
10561,7017.8
14695,6863
11621,21354
23745,18098
15014,23312
19578,18949
5213.4,13446
17170,12988
4042.4,9628.6
12588,12270
8813.6,23557
19031,12774
23933,7651.9
20241,14124
19108,2455.6
15476,21414
10264,8448.9
5302.1,10694
5651.5,7859.7
10363,12501
5638.5,18005
14712,6869.4
11645,21341
17516,4643.4
23743,18079
19592,18964
10549,7026.6
15034,23318
5675.8,7803.7
19032,12769
5199,13452
8827.6,23566
19118,2449.8
5271,10695
17194,12952
8157.8,18536
20223,14132
4059.2,9646.3
23928,7636.3
5599.2,17974
15474,21380
10248,8369.5
15394,937.3
12636,18732
11518,11938
17544,4631.1
5677.4,7810.5
14691,6849.2
11647,21358
19570,18968
23763,18084
15016,23323
5232.7,13412
10566,7020.7
15420,913.1
17197,12994
24308,6762.2
20247,14110
19102,2439.3
12623,18696
4070.8,9625.1
5239.5,10707
23902,7666.5
3971.6,10464
5582.4,18004
17555,1927.1
10238,8482.7
12570,8427
14693,6857.4
5655.8,7829.7
17534,4648.1
11651,21347
10549,7016.2
5282.3,10673
5212.5,13476
3236.1,19887
19585,18937
15040,23322
24296,6744.9
17175,13000
19143,2446.1
15432,899.5
5596.4,18007
23749,18114
12599,18652
4048.9,9661.4
4036.2,10455
16420,18380
23945,7679
10294,8424.4
10010,10728
11935,13279
13326,1437.1
5668.4,7818.2
14702,6871.3
16438,18408
24313,6740.3
11643,21343
20229,14124
19586,18958
5307.4,10610
5214.4,13444
10557,7028.7
17547,4643.1
3264.7,19917
17175,12994
8380.3,23556
23757,18116
19131,2449.7
15408,944
19272,12016
23918,7632.8
5563.2,17984
15782,23714
4066.8,9644
11207,8014.9
14827,12084
14704,6861.6
16414,18396
11636,21347
20211,14128
24304,6746.7
8362.3,23567
10549,6987
19585,18937
17228,13045
17531,4649.4
4075.2,9644.5
5672.5,7812.7
19312,12000
23773,18105
8189.6,16989
15442,907.5
15722,23676
11757,8531.2
23923,7656.7
19105,2410
5287.5,10624
17150,10110
11546,10406
14485,13266
14702,6880.3
16434,18401
20236,14124
11636,21338
24300,6732.7
5664.9,7820.9
11726,8566.2
10553,7000.9
8377.8,23552
4059.4,9651.4
3343.1,20006
15433,925.6
19593,18957
15018,10830
17540,4620.7
23753,18105
12453,4412.3
17167,13125
8187,16986
17180,10128
19278,11979
15715,23684
19112,2452.1
5271.2,10678
11493,11923
15030,10834
5663.3,7813.3
16426,18403
11637,21365
14679,6863.2
20208,14122
8379.7,23562
19576,18949
17168,13111
8164.3,16978
11745,8566.9
5276.2,10723
19113,2448.8
11804,14196
23740,18076
17518,4631.6
17161,10116
24263,6657.3
12455,4433.9
11565,5427.6
15426,922.1
15714,23678
4052.7,9606
16424,18398
11630,21348
5671.5,7820.7
15058,10834
14692,6892
11789,14196
19587,18960
20238,14116
11565,5447.9
8369.2,23571
15694,23674
17148,13141
12475,4434.2
17544,4643.1
23946,6424.8
15444,890.2
11712,3464.9
11802,14176
16414,18394
8196.9,22049
11648,21356
5665.2,7828.2
19576,18959
11552,5464.8
8787.8,3221.2
12491,4439.3
8375.5,23544
17151,13169
15426,892
15012,10842
17568,4639.3
15736,23663
23342,6669.7
23937,6404.8
14692,6859.9
11289,18476
23672,10996
11792,14180
8212,22054
16439,18407
5686.8,7841.7
19580,18963
15031,10859
8373.2,23581
15439,931
11581,5442.4
17182,13151
17550,4637.5
11651,21346
14714,6855.8
11305,18499
8786,3218
23344,6672.8
23676,10990
23929,6385.3
10433,23791
11518,12013
15741,23659
5661.8,7815.6
11778,14191
15416,901.8
8213.6,22056
14695,6890.4
15010,10830
11553,5467
19578,18950
8376.1,23572
5397.1,10555
17196,13131
11319,18490
8792.5,3214.3
17528,4639.9
11640,21348
23659,10947
10426,23764
15698,23682
11801,14182
5683.8,7822.7
8196.7,22069
14687,6853.6
15430,900.1
23926,6371.7
8396.8,23574
15036,10812
11574,5449.3
19576,18955
17548,4640.8
17181,13122
23676,10976
10433,23795
11648,21350
15730,23678
8794.9,3208.4
5356.3,10575
11786,14184
14677,6845.3
16446,18382
5686.8,7803.1
15390,911.5
15033,10846
8208.9,22053
19572,18956
23954,6403.4
10429,23797
8385.8,23548
15722,23683
5376.7,10542
17166,13115
8770,3244.9
17533,4643.4
23667,11004
11789,14185
14694,6831.2
8243.3,21997
5687.3,7831.4
23961,6431.1
15427,892.4
15035,10854
19588,18944
8791,3206.4
17160,13115
9418.7,12242
23694,10970
19820,6111.9
15717,23719
10430,23768
14534,12154
11784,14185
15422,898.9
5678.2,7806.9
8245.4,21993
23991,6472.2
14691,6843
19582,18955
8756.4,3210.7
15038,10841
9460.7,12240
17169,13146
23710,10966
15718,23701
19835,6092.1
15340,8216
11789,14184
5663.9,7829.9
9415.1,12256
15405,906.2
8827.8,3196.9
19574,18950
15027,10825
14707,6848.8
17155,13108
23994,6459.9
8274.1,21957
3700.3,6311.7
15727,23683
11545,5458.1
19861,6107
11789,14181
5671.2,7818.9
8827.6,3184.9
9433.9,12252
15388,894.2
19587,18937
23989,6462
15034,10841
3677.5,6321.3
14676,6868.2
8268,21963
17171,13159
15680,23663
14782,11997
5007.9,23464
10128,11395
11779,14185
5654.5,7832.8
8829.6,3196.8
24003,6495.8
3696.6,6307
14693,6856.1
19583,18962
9442.2,12248
8241.8,21956
15024,23296
15026,10832
5021.9,23460
17157,13150
15391,900.4
15681,23699
14771,11993
15592,13661
5669.3,7821
11787,14186
8850.1,3175.6
14689,6857.8
19578,18947
8263.3,21959
17170,13144
3693.9,6305.6
15038,23312
8690.6,19420
9436.2,12239
23989,6462.6
5020.9,23427
15689,23640
11642,21358
21056,16692
4251.8,9798.3
15443,914
10391,23867
5669,7814.5
14693,6861.3
3687.9,6301.7
11806,14176
9437.2,12254
8819.6,3191.4
19588,18953
23964,6474.9
8233.5,21942
15031,23313
5016.7,23469
17146,13147
10424,23846
8705.3,19415
11648,21343
15712,23683
15402,916.3
21062,16676
14775,12042
14702,6876.1
5667.2,7805.9
9434.9,12266
19566,18960
11776,14173
8718,19430
8278.4,21956
23973,6483.2
17141,13140
15026,23303
5818.4,22489
3688.7,6313.7
11666,21340
8805.3,3215.4
4086.6,9632.8
15696,23668
5032.2,23450
10396,23826
21044,16623
11585,12270
11779,14161
14693,6877.1
9439.1,12254
19576,18960
3694.6,6313.6
15023,23314
8720.4,19442
8250,21940
23958,6427.2
5671.1,7817.8
11660,21342
5838,22463
17159,13128
4068.8,9606.3
21117,16571
5016.1,23462
8782.3,3220.6
15726,23667
9864,9544.4
14677,6878.5
9414.4,12267
3693,6310.8
11792,14164
8695.2,19450
8273.6,21955
15039,23307
5016.6,23455
19576,18961
23992,6470.9
5846.1,22475
5696.8,7799.4
11620,21353
8785.9,3210.2
21122,16576
17170,13120
4053.3,9630.5
15709,23670
15747,13686
14784,12038
14694,6874.6
11785,14181
8716.1,19423
8249.9,21959
19579,18955
17191,13113
23983,6479.4
5678.2,7822.2
8781.9,3211.2
3678,6263.6
11644,21329
9429.9,12253
21080,16470
5855.5,22468
12379,9563.3
11801,14182
14701,6864.1
5681,7798.2
23985,6468.4
19610,18976
8377.4,23570
8700,19435
8273.3,21955
11650,21376
15010,23310
17207,13129
8801.2,3196.2
5845.1,22465
9460.1,12288
15711,23738
14806,12074
5675.6,7812.4
14689,6883.7
19565,18957
8246.5,21952
15690,23696
5831.2,22488
15028,23323
11656,21332
19581,12139
23983,6483.2
8900.8,11241
11788,14196
6156.4,18841
9508.6,12259
5684.9,7827.8
14682,6836.6
8396,23581
8252.1,21974
19581,18941
5806.9,22478
15035,23336
8907.9,11215
19620,12148
23974,6436.9
15708,23692
11640,21316
14824,11995
6190.2,18957
11478,12094
10549,11565
8371,23564
5679,7825.1
14685,6825.8
19583,18962
5857.1,22436
8257.2,21944
8891.3,11218
15044,23306
23969,6454.6
11617,21322
10091,2444.4
15706,23695
19595,12142
14814,11959
6263.3,18896
9451.1,12239
8374.1,23584
8892.4,11218
19584,18949
14699,6853.7
15016,23330
8270.1,21971
5670.5,7820.4
5830.8,22467
10069,2429.7
23936,6443.6
11650,21333
13352,18595
19590,12137
15681,23685
17336,14245
11435,12174
9492.8,12252
14662,6832.5
19576,18966
8248.6,21949
8914.3,11205
5654.7,7808.2
8366.9,23580
15015,23286
13401,18575
5826.7,22480
20410,13664
19599,12106
11634,21354
15675,23639
10056,2436.8
9414.5,12243
8953.9,17538
13385,9794.7
11349,5351.1
19584,18957
8374.4,23565
8268.5,21952
15016,23325
13442,18565
5677.4,7786.8
5821,22495
11303,5349.4
20420,13663
23978,6473.7
14686,6823.8
8947.4,17574
19584,12134
11636,21337
8900.3,11221
15687,23692
19584,18943
14684,6831.7
8246.7,21945
8363.6,23570
13448,18546
15026,23299
8974.3,17586
5824.1,22480
8915.5,11222
11631,21372
15701,23683
24071,6558.7
11376,5340.1
19553,12132
20434,13689
5723.1,7843.4
14666,6841
8263.8,21958
24055,6588.3
19578,18946
5798.8,22497
15004,23331
8381.6,23554
13421,18556
8980.2,17561
15680,23680
11638,21374
19581,12148
8948.1,11235
9454.8,12230
14684,6845.4
19569,18952
24060,6578.8
15003,23325
8364.5,23566
8173.7,16928
5815.9,22457
8270.8,21951
19561,12134
13429,18536
11640,21353
9022.3,17567
11807,8611
15680,23660
9397.2,12254
11426,11792
14660,6834.7
8279.5,21962
11821,8650.7
24056,6561.8
13425,18563
15019,23310
5824.1,22471
19590,18961
8967.5,17537
8376.3,23595
15726,23667
11657,21338
19582,12148
8177.8,16953
9419.5,12242
14792,11961
8375.1,23553
14658,6837.1
19566,18965
24036,6542.8
8955.8,17522
5814,22496
15029,23326
8198.1,16929
15704,23692
13371,18628
19609,12133
11863,8583.9
14685,6854.4
19568,18959
24101,6624.9
19586,12133
11632,5021.2
15022,23313
8190,16978
8393.8,23555
13368,18630
15693,23675
8952.2,17574
11651,21363
5802.4,22483
8560.2,11421
14486,10493
14663,6850
19598,18943
8509.9,11452
15014,23296
5826.4,22475
8392.4,23574
11624,21313
8175.3,16935
8972.8,17594
13371,18617
11674,5025.3
15730,23682
24138,6612.4
19573,12135
11491,11790
11941,10806
9892.4,12198
19580,18940
15008,23299
8544.4,11460
5809.2,22481
8952.5,17581
11656,5039.8
8180.5,16945
10112,20499
11638,21373
19581,12133
24099,6622.5
8384.5,23568
13370,18615
14700,6841.6
18949,10225
18943,10217
14674,6834.2
8395.7,23572
15007,23327
19585,18945
5829,22474
11645,21340
24148,6610.2
13350,18660
11652,5025
8969.6,17516
8173.2,16971
8602.2,11397
10152,20462
19578,12141
11776,13312
18942,10230
14668,6821
19581,18966
5800.1,22472
15026,23306
11701,13264
8994.4,17549
13334,18619
11633,5051.5
19605,12085
11638,21351
24142,6619.4
10142,20486
21394,13383
8614,11488
18952,10218
